name,url,remote_testing,adaptive_irt,test_type,description
Manufacturing & Industrial - Essential Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/essential-focus-8-0/,True,False,P,SHL assessment for evaluating Manufacturing & Industrial - Essential Focus 8.0. Test type: P
Manufacturing & Industrial - Mechanical Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/mechanical-focus-8-0/,True,False,AP,SHL assessment for evaluating Manufacturing & Industrial - Mechanical Focus 8.0. Test type: AP
Manufacturing & Industrial - Vigilance Focus 8.0,https://www.shl.com/solutions/products/product-catalog/view/vigilance-focus-8-0/,True,False,AP,SHL assessment for evaluating Manufacturing & Industrial - Vigilance Focus 8.0. Test type: AP
Marketing (New),https://www.shl.com/solutions/products/product-catalog/view/marketing-new/,True,False,K,SHL assessment for evaluating Marketing (New). Test type: K
Maven (New),https://www.shl.com/solutions/products/product-catalog/view/maven-new/,True,False,K,SHL assessment for evaluating Maven (New). Test type: K
Mechanical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechanical-engineering-new/,True,False,K,SHL assessment for evaluating Mechanical Engineering (New). Test type: K
Mechatronics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mechatronics-engineering-new/,True,False,K,SHL assessment for evaluating Mechatronics Engineering (New). Test type: K
Medical Terminology (New),https://www.shl.com/solutions/products/product-catalog/view/medical-terminology-new/,True,False,K,SHL assessment for evaluating Medical Terminology (New). Test type: K
Metallurgical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/metallurgical-engineering-new/,True,False,K,SHL assessment for evaluating Metallurgical Engineering (New). Test type: K
MFS 360 Enterprise Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-enterprise-leadership-report/,True,False,D,SHL assessment for evaluating MFS 360 Enterprise Leadership Report. Test type: D
MFS 360 UCF Group Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-group-report/,True,False,D,SHL assessment for evaluating MFS 360 UCF Group Report. Test type: D
MFS 360 UCF Performance Potential Dev Tips Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,True,False,D,SHL assessment for evaluating MFS 360 UCF Performance Potential Dev Tips Report. Test type: D
MFS 360 UCF Standard Report,https://www.shl.com/solutions/products/product-catalog/view/mfs-360-ucf-standard-report/,True,False,D,SHL assessment for evaluating MFS 360 UCF Standard Report. Test type: D
Micro Focus Unified Functional Testing (New),https://www.shl.com/solutions/products/product-catalog/view/micro-focus-unified-functional-testing-new/,True,False,K,SHL assessment for evaluating Micro Focus Unified Functional Testing (New). Test type: K
Microservices (New),https://www.shl.com/solutions/products/product-catalog/view/microservices-new/,True,False,K,SHL assessment for evaluating Microservices (New). Test type: K
Microsoft Dynamics Development (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-dynamics-development-new/,True,False,K,SHL assessment for evaluating Microsoft Dynamics Development (New). Test type: K
Microsoft Excel 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-essentials-new/,True,False,KS,SHL assessment for evaluating Microsoft Excel 365 - Essentials (New). Test type: KS
Microsoft Excel 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-excel-365-new/,True,False,KS,SHL assessment for evaluating Microsoft Excel 365 (New). Test type: KS
Microsoft Outlook 2013 (adaptive),https://www.shl.com/solutions/products/product-catalog/view/microsoft-outlook-2013-adaptive/,True,True,K,SHL assessment for evaluating Microsoft Outlook 2013 (adaptive). Test type: K
Microsoft PowerPoint 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-powerpoint-365-essentials-new/,True,False,KS,SHL assessment for evaluating Microsoft PowerPoint 365 - Essentials (New). Test type: KS
Microsoft SQL Server 2014 Programming,https://www.shl.com/solutions/products/product-catalog/view/microsoft-sql-server-2014-programming/,True,True,K,SHL assessment for evaluating Microsoft SQL Server 2014 Programming. Test type: K
Microsoft Windows Server 2012 Administration,https://www.shl.com/solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/,True,True,K,SHL assessment for evaluating Microsoft Windows Server 2012 Administration. Test type: K
Microsoft Word 365 - Essentials (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-essentials-new/,True,False,KS,SHL assessment for evaluating Microsoft Word 365 - Essentials (New). Test type: KS
Microsoft Word 365 (New),https://www.shl.com/solutions/products/product-catalog/view/microsoft-word-365-new/,True,False,SK,SHL assessment for evaluating Microsoft Word 365 (New). Test type: SK
Mineral Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mineral-engineering-new/,True,False,K,SHL assessment for evaluating Mineral Engineering (New). Test type: K
Mining Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/mining-engineering-new/,True,False,K,SHL assessment for evaluating Mining Engineering (New). Test type: K
Mobility (New),https://www.shl.com/solutions/products/product-catalog/view/mobility-new/,True,False,K,SHL assessment for evaluating Mobility (New). Test type: K
Molecular Biology (New),https://www.shl.com/solutions/products/product-catalog/view/molecular-biology-new/,True,False,K,SHL assessment for evaluating Molecular Biology (New). Test type: K
MongoDB (New),https://www.shl.com/solutions/products/product-catalog/view/mongodb-new/,True,False,K,SHL assessment for evaluating MongoDB (New). Test type: K
Motivation Questionnaire MQM5,https://www.shl.com/solutions/products/product-catalog/view/motivation-questionnaire-mqm5/,True,False,P,SHL assessment for evaluating Motivation Questionnaire MQM5. Test type: P
MQ Candidate Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-candidate-motivation-report/,True,False,P,SHL assessment for evaluating MQ Candidate Motivation Report. Test type: P
MQ Employee Motivation Report,https://www.shl.com/solutions/products/product-catalog/view/mq-employee-motivation-report/,True,False,P,SHL assessment for evaluating MQ Employee Motivation Report. Test type: P
MQ Motivation Report Pack,https://www.shl.com/solutions/products/product-catalog/view/mq-motivation-report-pack/,True,False,P,SHL assessment for evaluating MQ Motivation Report Pack. Test type: P
MQ Profile,https://www.shl.com/solutions/products/product-catalog/view/mq-profile/,True,False,P,SHL assessment for evaluating MQ Profile. Test type: P
MS Access (New),https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/,True,False,K,SHL assessment for evaluating MS Access (New). Test type: K
MS Excel (New),https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,True,False,K,SHL assessment for evaluating MS Excel (New). Test type: K
MS Office Basic Computer Literacy (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/,True,False,K,SHL assessment for evaluating MS Office Basic Computer Literacy (New). Test type: K
MS Office Basic Computer Literacy (Sim) (New),https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,True,False,S,SHL assessment for evaluating MS Office Basic Computer Literacy (Sim) (New). Test type: S
MS PowerPoint (New),https://www.shl.com/solutions/products/product-catalog/view/ms-powerpoint-new/,True,False,K,SHL assessment for evaluating MS PowerPoint (New). Test type: K
MS Word (New),https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/,True,False,K,SHL assessment for evaluating MS Word (New). Test type: K
MuleSoft Development (New),https://www.shl.com/solutions/products/product-catalog/view/mulesoft-development-new/,True,False,K,SHL assessment for evaluating MuleSoft Development (New). Test type: K
Multitasking Ability,https://www.shl.com/solutions/products/product-catalog/view/multitasking-ability/,True,False,AKS,SHL assessment for evaluating Multitasking Ability. Test type: AKS
Networking and Implementation (New),https://www.shl.com/solutions/products/product-catalog/view/networking-and-implementation-new/,True,False,K,SHL assessment for evaluating Networking and Implementation (New). Test type: K
Node.js (New),https://www.shl.com/solutions/products/product-catalog/view/node-js-new/,True,False,K,SHL assessment for evaluating Node.js (New). Test type: K
Nursing (New),https://www.shl.com/solutions/products/product-catalog/view/nursing-new/,True,False,K,SHL assessment for evaluating Nursing (New). Test type: K
Occupational Personality Questionnaire OPQ32r,https://www.shl.com/solutions/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,True,False,P,SHL assessment for evaluating Occupational Personality Questionnaire OPQ32r. Test type: P
Operations Management (New),https://www.shl.com/solutions/products/product-catalog/view/operations-management-new/,True,False,K,SHL assessment for evaluating Operations Management (New). Test type: K
OPQ Candidate Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-plus-report/,True,False,P,SHL assessment for evaluating OPQ Candidate Plus Report. Test type: P
OPQ Candidate Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-candidate-report-2-0/,True,False,P,SHL assessment for evaluating OPQ Candidate Report 2.0. Test type: P
OPQ Emotional Intelligence Report,https://www.shl.com/solutions/products/product-catalog/view/opq-emotional-intelligence-report/,True,False,P,SHL assessment for evaluating OPQ Emotional Intelligence Report. Test type: P
OPQ Leadership Report,https://www.shl.com/solutions/products/product-catalog/view/opq-leadership-report/,True,False,P,SHL assessment for evaluating OPQ Leadership Report. Test type: P
OPQ Manager Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report/,True,False,P,SHL assessment for evaluating OPQ Manager Plus Report. Test type: P
OPQ Manager Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-manager-plus-report-2-0/,True,False,P,SHL assessment for evaluating OPQ Manager Plus Report 2.0. Test type: P
OPQ Maximising your Learning Report,https://www.shl.com/solutions/products/product-catalog/view/opq-maximising-your-learning-report/,True,False,P,SHL assessment for evaluating OPQ Maximising your Learning Report. Test type: P
OPQ MQ Sales Report,https://www.shl.com/solutions/products/product-catalog/view/opq-mq-sales-report/,True,False,P,SHL assessment for evaluating OPQ MQ Sales Report. Test type: P
OPQ Premium Plus Report,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report/,True,False,P,SHL assessment for evaluating OPQ Premium Plus Report. Test type: P
OPQ Premium Plus Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-premium-plus-report-2-0/,True,False,P,SHL assessment for evaluating OPQ Premium Plus Report 2.0. Test type: P
OPQ Profile Report,https://www.shl.com/solutions/products/product-catalog/view/opq-profile-report/,True,False,P,SHL assessment for evaluating OPQ Profile Report. Test type: P
OPQ Team Impact Group Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-group-development-report/,True,False,P,SHL assessment for evaluating OPQ Team Impact Group Development Report. Test type: P
OPQ Team Impact Individual Development Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-individual-development-report/,True,False,P,SHL assessment for evaluating OPQ Team Impact Individual Development Report. Test type: P
OPQ Team Impact Selection Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-impact-selection-report/,True,False,P,SHL assessment for evaluating OPQ Team Impact Selection Report. Test type: P
OPQ Team Types & Leadership Styles Profile,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/,True,False,P,SHL assessment for evaluating OPQ Team Types & Leadership Styles Profile. Test type: P
OPQ Team Types and Leadership Styles Report,https://www.shl.com/solutions/products/product-catalog/view/opq-team-types-and-leadership-styles-report/,True,False,P,SHL assessment for evaluating OPQ Team Types and Leadership Styles Report. Test type: P
OPQ UCF Development Action Planner Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report/,True,False,P,SHL assessment for evaluating OPQ UCF Development Action Planner Report 1.0. Test type: P
OPQ UCF Development Action Planner Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/,True,False,P,SHL assessment for evaluating OPQ UCF Development Action Planner Report 2.0. Test type: P
OPQ Universal Competency Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report/,True,False,P,SHL assessment for evaluating OPQ Universal Competency Report 1.0. Test type: P
OPQ Universal Competency Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/opq-universal-competency-report-2-0/,True,False,P,SHL assessment for evaluating OPQ Universal Competency Report 2.0. Test type: P
OPQ User and Managers Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-and-managers-report/,True,False,P,SHL assessment for evaluating OPQ User and Managers Report. Test type: P
OPQ User Report,https://www.shl.com/solutions/products/product-catalog/view/opq-user-report/,True,False,PS,SHL assessment for evaluating OPQ User Report. Test type: PS
Oracle DBA (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-advanced-level-new/,True,False,K,SHL assessment for evaluating Oracle DBA (Advanced Level) (New). Test type: K
Oracle DBA (Entry Level) (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-dba-entry-level-new/,True,False,K,SHL assessment for evaluating Oracle DBA (Entry Level) (New). Test type: K
Oracle PL/SQL (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-plsql-new/,True,False,K,SHL assessment for evaluating Oracle PL/SQL (New). Test type: K
Oracle WebLogic Server (New),https://www.shl.com/solutions/products/product-catalog/view/oracle-weblogic-server-new/,True,False,K,SHL assessment for evaluating Oracle WebLogic Server (New). Test type: K
Organic Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/organic-chemistry-new/,True,False,K,SHL assessment for evaluating Organic Chemistry (New). Test type: K
Paint Technology (New),https://www.shl.com/solutions/products/product-catalog/view/paint-technology-new/,True,False,K,SHL assessment for evaluating Paint Technology (New). Test type: K
Pediatrics (New),https://www.shl.com/solutions/products/product-catalog/view/pediatrics-new/,True,False,K,SHL assessment for evaluating Pediatrics (New). Test type: K
Pega Development (New),https://www.shl.com/solutions/products/product-catalog/view/pega-development-new/,True,False,K,SHL assessment for evaluating Pega Development (New). Test type: K
Perl (New),https://www.shl.com/solutions/products/product-catalog/view/perl-new/,True,False,K,SHL assessment for evaluating Perl (New). Test type: K
Petrochemical Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petrochemical-engineering-new/,True,False,K,SHL assessment for evaluating Petrochemical Engineering (New). Test type: K
Petroleum Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/petroleum-engineering-new/,True,False,K,SHL assessment for evaluating Petroleum Engineering (New). Test type: K
Pharmaceutical Analysis (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-analysis-new/,True,False,K,SHL assessment for evaluating Pharmaceutical Analysis (New). Test type: K
Pharmaceutical Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-chemistry-new/,True,False,K,SHL assessment for evaluating Pharmaceutical Chemistry (New). Test type: K
Pharmaceutical Science (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutical-science-new/,True,False,K,SHL assessment for evaluating Pharmaceutical Science (New). Test type: K
Pharmaceutics (New),https://www.shl.com/solutions/products/product-catalog/view/pharmaceutics-new/,True,False,K,SHL assessment for evaluating Pharmaceutics (New). Test type: K
Pharmacology (New),https://www.shl.com/solutions/products/product-catalog/view/pharmacology-new/,True,False,K,SHL assessment for evaluating Pharmacology (New). Test type: K
PHP (New),https://www.shl.com/solutions/products/product-catalog/view/php-new/,True,False,K,SHL assessment for evaluating PHP (New). Test type: K
PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,True,False,CAP,SHL assessment for evaluating PJM Development Report. Test type: CAP
PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,True,False,ACP,SHL assessment for evaluating PJM Selection Report. Test type: ACP
Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,True,False,K,SHL assessment for evaluating Polymer Engineering (New). Test type: K
Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,True,False,K,SHL assessment for evaluating Power Electronics and Drives (New). Test type: K
Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,True,False,K,SHL assessment for evaluating Power System Engineering (New). Test type: K
Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,True,False,K,SHL assessment for evaluating Prism (New). Test type: K
Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,True,False,K,SHL assessment for evaluating Production and Industrial Engineering (New). Test type: K
Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,True,False,K,SHL assessment for evaluating Production Engineering (New). Test type: K
Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,True,True,K,SHL assessment for evaluating Programming Concepts. Test type: K
Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,True,True,K,SHL assessment for evaluating Project Management (2013). Test type: K
Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,True,False,K,SHL assessment for evaluating Proofreading v1. Test type: K
Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,True,False,K,SHL assessment for evaluating Python (New). Test type: K
R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,True,False,K,SHL assessment for evaluating R Programming (New). Test type: K
ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,True,False,K,SHL assessment for evaluating ReactJS (New). Test type: K
Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,True,True,A,SHL assessment for evaluating Reading Comprehension - English v1. Test type: A
Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,True,True,A,SHL assessment for evaluating Reading Comprehension - Spanish v1. Test type: A
Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,True,True,A,SHL assessment for evaluating Reading Comprehension v2. Test type: A
RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,True,False,C,SHL assessment for evaluating RemoteWorkQ. Test type: C
RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,True,False,C,SHL assessment for evaluating RemoteWorkQ Manager Report. Test type: C
RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,True,False,C,SHL assessment for evaluating RemoteWorkQ Participant Report. Test type: C
RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,True,False,K,SHL assessment for evaluating RESTful Web Services (New). Test type: K
Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,True,False,BKSA,SHL assessment for evaluating Retail Sales and Service Simulation. Test type: BKSA
Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,True,False,K,SHL assessment for evaluating Reviewing Forms - US (R1). Test type: K
Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,True,False,K,SHL assessment for evaluating Ruby (New). Test type: K
Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,True,False,K,SHL assessment for evaluating Ruby on Rails (New). Test type: K
Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,True,False,SB,SHL assessment for evaluating Sales & Service Phone Simulation. Test type: SB
Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,True,False,BPS,SHL assessment for evaluating Sales & Service Phone Solution. Test type: BPS
Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,True,False,PP,SHL assessment for evaluating Sales Interview Guide. Test type: PP
Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,True,False,P,SHL assessment for evaluating Sales Profiler Cards. Test type: P
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,True,False,P,SHL assessment for evaluating Sales Transformation 1.0 - Individual Contributor. Test type: P
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,True,False,P,SHL assessment for evaluating Sales Transformation 2.0 - Individual Contributor. Test type: P
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,True,False,P,SHL assessment for evaluating Sales Transformation Report 1.0 - Sales Manager. Test type: P
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,True,False,P,SHL assessment for evaluating Sales Transformation Report 2.0 - Sales Manager. Test type: P
Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,True,False,K,SHL assessment for evaluating Salesforce Development (New). Test type: K
SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,True,False,K,SHL assessment for evaluating SAP ABAP (Advanced Level) (New). Test type: K
SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,True,False,K,SHL assessment for evaluating SAP ABAP (Intermediate Level) (New). Test type: K
SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,True,False,K,SHL assessment for evaluating SAP Basis (New). Test type: K
SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,True,False,K,SHL assessment for evaluating SAP Business Objects WebI (New). Test type: K
SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,True,False,K,SHL assessment for evaluating SAP BW (Business Warehouse) (New). Test type: K
SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,True,False,K,SHL assessment for evaluating SAP HCM (Human Capital Management) (New). Test type: K
SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,True,False,K,SHL assessment for evaluating SAP Hybris (New). Test type: K
SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,True,False,K,SHL assessment for evaluating SAP Materials Management (New). Test type: K
SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,True,False,K,SHL assessment for evaluating SAP SD (Sales and Distribution) (New). Test type: K
Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,True,False,K,SHL assessment for evaluating Search Engine Optimization (New). Test type: K
Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,True,False,K,SHL assessment for evaluating Selenium (New). Test type: K
Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,True,False,K,SHL assessment for evaluating Shell Scripting (New). Test type: K
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,True,True,AS,SHL assessment for evaluating SHL Verify Interactive - Inductive Reasoning. Test type: AS
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,True,True,AS,SHL assessment for evaluating SHL Verify Interactive – Deductive Reasoning. Test type: AS
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,True,True,AS,SHL assessment for evaluating SHL Verify Interactive – Numerical Reasoning. Test type: AS
SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,True,True,A,SHL assessment for evaluating SHL Verify Interactive G+. Test type: A
SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,True,True,A,SHL assessment for evaluating SHL Verify Interactive Numerical Calculation. Test type: A
Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,True,False,K,SHL assessment for evaluating Siebel Development (New). Test type: K
Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,True,False,P,SHL assessment for evaluating Smart Interview Live. Test type: P
Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,True,False,K,SHL assessment for evaluating Smart Interview Live Coding. Test type: K
Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,True,False,P,SHL assessment for evaluating Smart Interview On Demand. Test type: P
Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,True,False,K,SHL assessment for evaluating Social Media (New). Test type: K
Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,True,True,K,SHL assessment for evaluating Software Business Analysis. Test type: K
SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,True,False,K,SHL assessment for evaluating SonarQube (New). Test type: K
Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,True,False,K,SHL assessment for evaluating Spelling (U.S.) (New). Test type: K
Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,True,False,AK,SHL assessment for evaluating Split Screen Typing Test - Form 1. Test type: AK
Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,True,False,K,SHL assessment for evaluating Spring (New). Test type: K
SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,True,False,K,SHL assessment for evaluating SQL (New). Test type: K
SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,True,False,K,SHL assessment for evaluating SQL Server (New). Test type: K
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,True,False,K,SHL assessment for evaluating SQL Server Analysis Services (SSAS) (New). Test type: K
SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,True,False,K,SHL assessment for evaluating SQL Server Integration Services (SSIS) (New). Test type: K
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,True,False,K,SHL assessment for evaluating SQL Server Reporting Services (SSRS) (New). Test type: K
Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,True,False,K,SHL assessment for evaluating Statistical Analysis System (New). Test type: K
Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,True,False,K,SHL assessment for evaluating Struts (New). Test type: K
SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,True,False,S,SHL assessment for evaluating SVAR - Spoken English (AUS). Test type: S
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,True,False,S,SHL assessment for evaluating SVAR - Spoken English (Indian Accent)  (New). Test type: S
SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,True,False,S,SHL assessment for evaluating SVAR - Spoken English (U.K.). Test type: S
SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,True,False,S,SHL assessment for evaluating SVAR - Spoken English (US)  (New). Test type: S
SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,True,False,S,SHL assessment for evaluating SVAR - Spoken French (Canadian) (New). Test type: S
SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,True,False,S,SHL assessment for evaluating SVAR - Spoken French (European) (New). Test type: S
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,True,False,S,SHL assessment for evaluating SVAR - Spoken Spanish (Castilian) (New). Test type: S
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,True,False,S,SHL assessment for evaluating SVAR - Spoken Spanish (North American) (New). Test type: S
